terminaltypefsk,platformname,terminaltypename,platformfsk,gamename,fdate,versionname,versionfsk,gamefsk,mip,mpu,avgmpu,marppu,marpu,mspu_ip
600001,70000025,600001,70000025,70000013,2016-12,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000025,600001,70000025,70000013,2017-06,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000025,600001,70000025,70000014,2016-06,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,70000025,600001,70000025,70000014,2017-01,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,70000025,600001,70000025,70000014,2017-05,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,70000025,600001,70000025,70000023,2016-07,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000025,600001,70000025,70000023,2016-10,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000025,600001,70000025,70000030,2016-06,4620470681,4620470681,70000030,0,0,0,0,0,0
600001,70000025,600001,70000025,70000030,2016-11,4620470681,4620470681,70000030,0,0,0,0,0,0
600001,70000025,600001,70000025,70000031,2016-07,4446850496,4446850496,70000031,0,0,0,0,0,0
600001,70000025,600001,70000025,70000033,2016-09,4446850496,4446850496,70000033,0,0,0,0,0,0
600001,70000025,600001,70000025,70000043,2016-10,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,70000025,600001,70000025,70000047,2016-10,4620470681,4620470681,70000047,0,0,0,0,0,0
600001,70000026,600001,70000026,70000013,2016-11,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000026,600001,70000026,70000013,2017-01,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000027,600001,70000027,70000013,2017-04,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000028,600001,70000028,70000013,2016-08,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000065,600001,70000065,70000031,2016-08,4446850489,4446850489,70000031,0,0,0,0,0,0
600001,70000065,600001,70000065,70000031,2017-03,4446850489,4446850489,70000031,0,0,0,0,0,0
600001,70000065,600001,70000065,70000042,2017-05,4620470681,4620470681,70000042,0,0,0,0,0,0
600001,70000083,600001,70000083,70000015,2016-05,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,70000083,600001,70000083,70000015,2017-02,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,70000093,600001,70000093,70000023,2016-07,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000094,600001,70000094,70000029,2016-11,4620470681,4620470681,70000029,0,0,0,0,0,0
600001,70000025,600001,70000025,70000030,2017-02,4620470681,4620470681,70000030,0,0,0,0,0,0
600001,70000025,600001,70000025,70000031,2016-08,4446850496,4446850496,70000031,0,0,0,0,0,0
600001,70000025,600001,70000025,70000034,2016-06,4446850489,4446850489,70000034,0,0,0,0,0,0
600001,70000025,600001,70000025,70000041,2017-01,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,70000025,600001,70000025,70000042,2016-09,4620470681,4620470681,70000042,0,0,0,0,0,0
600001,70000025,600001,70000025,70000042,2017-06,4620470681,4620470681,70000042,0,0,0,0,0,0
600001,70000026,600001,70000026,70000013,2016-12,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000026,600001,70000026,70000013,2017-06,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000027,600001,70000027,70000013,2016-04,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000027,600001,70000027,70000013,2017-03,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000028,600001,70000028,70000013,2016-07,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000028,600001,70000028,70000013,2016-10,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000052,600001,70000052,70000037,2016-10,4620470681,4620470681,70000037,0,0,0,0,0,0
600001,70000052,600001,70000052,70000037,2017-04,4620470681,4620470681,70000037,0,0,0,0,0,0
600001,70000065,600001,70000065,70000013,2017-05,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,70000065,600001,70000065,70000042,2017-06,4620470681,4620470681,70000042,0,0,0,0,0,0
600001,70000083,600001,70000083,70000015,2017-01,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,70000093,600001,70000093,70000023,2017-03,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000095,600001,70000095,70000029,2016-07,4446850489,4446850489,70000029,0,0,0,0,0,0
600001,70000095,600001,70000095,70000029,2017-04,4446850489,4446850489,70000029,0,0,0,0,0,0
600001,70000097,600001,70000097,70000029,2016-06,4620470681,4620470681,70000029,0,0,0,0,0,0
600001,70000097,600001,70000097,70000029,2017-05,4620470681,4620470681,70000029,0,0,0,0,0,0
600001,70000100,600001,70000100,70000030,2016-08,4446850496,4446850496,70000030,0,0,0,0,0,0
600001,70000102,600001,70000102,70000031,2016-07,4446850496,4446850496,70000031,0,0,0,0,0,0
600001,70000112,600001,70000112,70000033,2016-10,4620470681,4620470681,70000033,0,0,0,0,0,0
600001,70000116,600001,70000116,70000039,2016-12,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000121,600001,70000121,70000041,2016-11,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,70000121,600001,70000121,70000041,2017-01,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,77000005,600001,77000005,70000043,2016-11,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,77000007,600001,77000007,70000043,2017-03,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,77000012,600001,77000012,70000015,2016-10,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000017,600001,77000017,70000048,2016-12,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000018,600001,77000018,1396902,2016-11,4620470681,4620470681,1396902,"1,914.43",152,27,12.5949,0.2482,"1,323"
600001,77000018,600001,77000018,1396902,2017-05,4620470681,4620470681,1396902,"1,450.86",334,22,4.3439,0.1568,457
600001,77000020,600001,77000020,70000048,2017-03,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000021,600001,77000021,70000048,2016-12,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000021,600001,77000021,70000048,2017-02,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000023,600001,77000023,4524210686,2017-10,39955420,39955420,4524210686,0,0,0,0,0,0
600001,77000023,600001,77000023,4524210686,2018-02,39955420,39955420,4524210686,0,0,0,0,0,0
600001,77000024,600001,77000024,4132314431,2018-01,4620470681,4620470681,4132314431,0,0,0,0,0,0
600001,77000032,600001,77000032,70000051,2016-10,4620470681,4620470681,70000051,0,0,0,0,0,0
600001,77000032,600001,77000032,70000051,2017-04,4620470681,4620470681,70000051,0,0,0,0,0,0
600001,77000034,600001,77000034,70000051,2016-09,4620470577,4620470577,70000051,0,0,0,0,0,0
600001,77000037,600001,77000037,70000052,2017-06,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000038,600001,77000038,70000052,2016-11,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000039,600001,77000039,70000053,2016-11,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000039,600001,77000039,70000053,2017-01,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000040,600001,77000040,70000053,2016-12,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000041,600001,77000041,70000053,2017-03,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000042,600001,77000042,70000053,2016-10,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000044,600001,77000044,70000054,2016-11,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000045,600001,77000045,70000054,2016-10,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000046,600001,77000046,70000054,2017-03,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000047,600001,77000047,70000014,2016-12,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,77000054,600001,77000054,70000055,2016-12,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000055,600001,77000055,70000055,2017-03,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000058,600001,77000058,70000056,2017-01,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000059,600001,77000059,70000056,2017-04,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000062,600001,77000062,70000015,2017-06,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000066,600001,77000066,70000023,2016-09,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,77000066,600001,77000066,70000023,2016-12,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000065,600001,70000065,70000043,2017-06,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,70000065,600001,70000065,70000047,2017-02,4620470681,4620470681,70000047,0,0,0,0,0,0
600001,70000093,600001,70000093,70000023,2017-02,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,70000097,600001,70000097,70000029,2016-07,4620470681,4620470681,70000029,0,0,0,0,0,0
600001,70000100,600001,70000100,70000030,2017-02,4446850496,4446850496,70000030,0,0,0,0,0,0
600001,70000106,600001,70000106,70000034,2016-10,4620470681,4620470681,70000034,0,0,0,0,0,0
600001,70000113,600001,70000113,70000039,2016-09,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000113,600001,70000113,70000039,2016-12,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000113,600001,70000113,70000039,2017-02,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000113,600001,70000113,70000039,2017-06,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000114,600001,70000114,70000039,2017-01,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,70000120,600001,70000120,70000042,2016-09,4620470681,4620470681,70000042,0,0,0,0,0,0
600001,77000007,600001,77000007,70000043,2016-12,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,77000007,600001,77000007,70000043,2017-02,4620470681,4620470681,70000043,0,0,0,0,0,0
600001,77000011,600001,77000011,70000039,2016-12,4620470681,4620470681,70000039,0,0,0,0,0,0
600001,77000012,600001,77000012,70000015,2016-11,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000018,600001,77000018,1396902,2018-01,4620470681,4620470681,1396902,0,0,0,0,0,0
600001,77000020,600001,77000020,70000048,2016-12,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000021,600001,77000021,70000048,2017-03,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000023,600001,77000023,4524210686,2016-12,39955420,39955420,4524210686,0,0,0,0,0,0
600001,77000023,600001,77000023,4524210686,2017-02,39955420,39955420,4524210686,0,0,0,0,0,0
600001,77000031,600001,77000031,70000051,2016-12,4620470681,4620470681,70000051,0,0,0,0,0,0
600001,77000031,600001,77000031,70000051,2017-02,4620470681,4620470681,70000051,0,0,0,0,0,0
600001,77000035,600001,77000035,70000052,2016-11,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000036,600001,77000036,70000052,2016-12,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000036,600001,77000036,70000052,2017-02,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000038,600001,77000038,70000052,2017-04,4620470681,4620470681,70000052,0,0,0,0,0,0
600001,77000041,600001,77000041,70000053,2016-09,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000042,600001,77000042,70000053,2017-05,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000043,600001,77000043,70000053,2017-04,4620470681,4620470681,70000053,0,0,0,0,0,0
600001,77000044,600001,77000044,70000054,2016-10,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000045,600001,77000045,70000054,2016-11,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000045,600001,77000045,70000054,2017-05,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000046,600001,77000046,70000054,2016-12,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000046,600001,77000046,70000054,2017-02,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000046,600001,77000046,70000054,2017-06,4620470681,4620470681,70000054,0,0,0,0,0,0
600001,77000048,600001,77000048,70000048,2016-09,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000048,600001,77000048,70000048,2016-12,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000048,600001,77000048,70000048,2017-02,4620470681,4620470681,70000048,0,0,0,0,0,0
600001,77000050,600001,77000050,70000014,2016-12,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,77000050,600001,77000050,70000014,2017-02,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,77000051,600001,77000051,70000029,2016-10,4620470681,4620470681,70000029,0,0,0,0,0,0
600001,77000052,600001,77000052,70000055,2017-01,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000053,600001,77000053,70000055,2017-04,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000054,600001,77000054,70000055,2017-03,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000055,600001,77000055,70000055,2017-02,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000055,600001,77000055,70000055,2017-06,4620470681,4620470681,70000055,0,0,0,0,0,0
600001,77000058,600001,77000058,70000056,2017-04,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000060,600001,77000060,70000056,2017-06,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000064,600001,77000064,70000015,2016-11,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000064,600001,77000064,70000015,2017-01,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000065,600001,77000065,70000013,2017-06,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000069,600001,77000069,70000058,2016-11,4620470681,4620470681,70000058,0,0,0,0,0,0
600001,77000069,600001,77000069,70000058,2017-01,4620470681,4620470681,70000058,0,0,0,0,0,0
600001,77000071,600001,77000071,70000059,2016-12,4620470681,4620470681,70000059,0,0,0,0,0,0
600001,77000071,600001,77000071,70000059,2017-06,4620470681,4620470681,70000059,0,0,0,0,0,0
600001,77000079,600001,77000079,70000013,2016-10,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000088,600001,77000088,70000013,2017-03,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000089,600001,77000089,70000041,2017-06,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,77000091,600001,77000091,70000063,2016-12,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000091,600001,77000091,70000063,2017-02,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000058,600001,77000058,70000056,2017-03,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000060,600001,77000060,70000056,2017-01,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000061,600001,77000061,70000056,2016-10,4620470681,4620470681,70000056,0,0,0,0,0,0
600001,77000062,600001,77000062,70000015,2017-04,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000064,600001,77000064,70000015,2016-12,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000065,600001,77000065,70000013,2017-05,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000066,600001,77000066,70000023,2017-04,4620470681,4620470681,70000023,0,0,0,0,0,0
600001,77000068,600001,77000068,70000058,2017-03,4620470681,4620470681,70000058,0,0,0,0,0,0
600001,77000069,600001,77000069,70000058,2016-12,4620470681,4620470681,70000058,0,0,0,0,0,0
600001,77000071,600001,77000071,70000059,2016-11,4620470681,4620470681,70000059,0,0,0,0,0,0
600001,77000073,600001,77000073,70000014,2017-02,4620470681,4620470681,70000014,0,0,0,0,0,0
600001,77000074,600001,77000074,70000031,2016-10,4620470681,4620470681,70000031,0,0,0,0,0,0
600001,77000079,600001,77000079,70000013,2017-03,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000082,600001,77000082,70000015,2017-04,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000088,600001,77000088,70000013,2017-04,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000091,600001,77000091,70000063,2016-11,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000092,600001,77000092,70000063,2016-12,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000092,600001,77000092,70000063,2017-06,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000093,600001,77000093,70000063,2017-03,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000094,600001,77000094,70000063,2017-04,4620470681,4620470681,70000063,0,0,0,0,0,0
600001,77000097,600001,77000097,70000030,2017-06,4620470681,4620470681,70000030,0,0,0,0,0,0
600001,77000099,600001,77000099,70000015,2016-11,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000099,600001,77000099,70000015,2017-01,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000099,600001,77000099,70000015,2017-05,4620470681,4620470681,70000015,0,0,0,0,0,0
600001,77000100,600001,77000100,70000064,2016-11,4620470681,4620470681,70000064,0,0,0,0,0,0
600001,77000107,600001,77000107,70000064,2017-02,4620470681,4620470681,70000064,0,0,0,0,0,0
600001,77000113,600001,77000113,70000066,2017-02,4620470681,4620470681,70000066,0,0,0,0,0,0
600001,77000114,600001,77000114,70000065,2016-12,4620470681,4620470681,70000065,0,0,0,0,0,0
600001,77000114,600001,77000114,70000065,2017-02,4620470681,4620470681,70000065,0,0,0,0,0,0
600001,77000114,600001,77000114,70000065,2017-06,4620470681,4620470681,70000065,0,0,0,0,0,0
600001,77000115,600001,77000115,70000066,2017-04,4620470681,4620470681,70000066,0,0,0,0,0,0
600001,77000118,600001,77000118,70000067,2017-04,4620470681,4620470681,70000067,0,0,0,0,0,0
600001,77000120,600001,77000120,70000031,2016-12,4620470681,4620470681,70000031,0,0,0,0,0,0
600001,77000120,600001,77000120,70000031,2017-06,4620470681,4620470681,70000031,0,0,0,0,0,0
600001,77000123,600001,77000123,70000068,2017-02,4620470681,4620470681,70000068,0,0,0,0,0,0
600001,77000126,600001,77000126,70000069,2017-06,4620470681,4620470681,70000069,0,0,0,0,0,0
600001,77000127,600001,77000127,70000041,2017-03,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,77000128,600001,77000128,70000012,2017-01,4620470681,4620470681,70000012,0,0,0,0,0,0
600001,77000128,600001,77000128,70000012,2017-05,4620470681,4620470681,70000012,0,0,0,0,0,0
600001,77000132,600001,77000132,70000013,2017-04,4620470681,4620470681,70000013,0,0,0,0,0,0
600001,77000133,600001,77000133,70000041,2017-05,4620470681,4620470681,70000041,0,0,0,0,0,0
600001,77000136,600001,77000136,70000072,2017-05,4620470681,4620470681,70000072,0,0,0,0,0,0
600001,77000138,600001,77000138,70000072,2017-03,4620470681,4620470681,70000072,0,0,0,0,0,0
600001,77000179,600001,77000179,70000012,2016-12,4620470681,4620470681,70000012,0,0,0,0,0,0
600001,77000183,600001,77000183,70000031,2017-05,4620470681,4620470681,70000031,0,0,0,0,0,0
600001,77000185,600001,77000185,70000078,2017-02,4620470681,4620470681,70000078,0,0,0,0,0,0
600001,77000186,600001,77000186,70000078,2017-01,4620470681,4620470681,70000078,0,0,0,0,0,0
600001,77000192,600001,77000192,4132314431,2016-08,4620470681,4620470681,4132314431,"34,465.42","6,216",123,5.5446,0.5455,"16,633.94"
600001,77000192,600001,77000192,4132314431,2017-07,4620470681,4620470681,4132314431,"20,127.18","3,792",19,5.3078,0.1281,"4,569"
600001,77000193,600001,77000193,4132314431,2017-02,4620470681,4620470681,4132314431,2.16,1,0,2.16,0.0617,2
600001,77000202,600001,77000202,4132314431,2016-07,4286634552,4286634552,4132314431,0,0,0,0,0,0
600001,77000202,600001,77000202,4132314431,2016-11,4620470681,4620470681,4132314431,"76,448.96","19,061",290,4.0108,0.3947,"38,703"
600001,77000202,600001,77000202,4132314431,2017-01,4620470681,4620470681,4132314431,"59,051.08","14,932",276,3.9547,0.308,"24,172"
600001,77000202,600001,77000202,4132314431,2017-05,4620470681,4620470681,4132314431,"39,378.61","8,915",165,4.4171,0.2762,"12,348"
